ox_code	p2_dtc_prediction	p2_rfc_prediction	p2_umap_0	p2_umap_1
AV0036-Cb	0	0	-4.028751373291016	14.741908073425293
AV0037-Ca	0	0	inf	inf
AV0037-Cb	0	0	inf	inf
AV0038-Ca	0	0	inf	inf
AV0038-Cb	0	0	inf	inf
AV0039-Ca	0	0	inf	inf
AV0039-Cb	0	0	inf	inf
AV0040-Ca	0	0	inf	inf
AV0040-Cb	0	0	inf	inf
AV0041-Ca	1	1	13.195860862731934	12.920215606689453
AV0041-Cb	1	1	5.363572120666504	19.028636932373047
AV0042-Ca	0	0	inf	inf
AV0042-Cb	0	0	inf	inf
AV0043-Ca	0	0	inf	inf
AV0043-Cb	0	0	inf	inf
AV0044-Ca	0	0	inf	inf
AV0044-Cb	0	0	inf	inf
AV0045-Ca	0	0	inf	inf
AV0045-Cb	0	0	inf	inf
AV0046-Ca	0	0	inf	inf
AV0046-Cb	0	0	inf	inf
AV0047-Ca	0	0	inf	inf
AV0047-Cb	0	0	inf	inf
AY0006-Ca	0	0	inf	inf
AY0006-Cb	0	0	inf	inf
AY0007-Ca	1	1	17.180267333984375	27.17438507080078
AY0007-Cb	1	1	16.89620590209961	27.48591423034668
AY0010-Ca	0	0	inf	inf
AY0010-Cb	0	0	inf	inf
AY0011-Ca	0	0	-4.680924415588379	15.041091918945312
AY0011-Cb	0	0	-6.192010879516602	16.54224967956543
AY0012-Ca	0	0	-4.744201183319092	16.650493621826172
AY0012-Cb	1	1	11.408279418945312	10.148699760437012
AY0013-Ca	0	0	-4.852596282958984	13.63839054107666
AY0013-Cb	0	0	-6.0378499031066895	16.696462631225586
AY0015-Ca	0	0	-2.882539749145508	15.076133728027344
AY0015-Cb	0	0	-4.348228454589844	15.504942893981934
AY0016-Ca	0	0	-2.291769027709961	12.517362594604492
AY0016-Cb	1	1	17.106000900268555	27.17020034790039
AY0017-Ca	0	0	-1.3634600639343262	14.330799102783203
AY0017-Cb	0	0	-4.933088779449463	16.66387367248535
AY0018-Ca	0	0	-4.659298896789551	15.891190528869629
AY0018-Cb	0	0	-3.890049695968628	12.783026695251465
AY0019-Ca	0	0	inf	inf
AY0019-Cb	0	0	inf	inf
AY0020-Ca	1	1	4.519171714782715	12.71699333190918
AY0020-Cb	0	0	-5.189451694488525	16.84973907470703
AY0021-Ca	0	0	inf	inf
AY0021-Cb	0	0	inf	inf
AY0023-Ca	0	0	-5.700345039367676	16.85642433166504
AY0023-Cb	0	0	-3.439150810241699	14.89999771118164
AY0024-Ca	0	0	-5.008825778961182	16.857650756835938
AY0024-Cb	0	0	-2.250609874725342	12.233601570129395
AY0025-Ca	0	0	-3.3158602714538574	11.511378288269043
AY0025-Cb	1	1	5.421351432800293	11.521953582763672
AY0026-Ca	1	1	17.87639045715332	27.063871383666992
AY0026-Cb	0	0	3.9742238521575928	12.700094223022461
AY0027-Ca	0	0	-1.6594799757003784	14.845470428466797
AY0027-Cb	1	1	17.10198211669922	28.256973266601562
AY0029-Ca	0	0	3.68837308883667	13.534258842468262
AY0029-Cb	1	1	11.717991828918457	10.51491928100586
AY0031-Ca	0	0	-4.473183631896973	15.994208335876465
AY0031-Cb	0	0	-3.2340545654296875	11.47109603881836
AY0032-Ca	0	0	3.8211066722869873	12.918222427368164
AY0032-Cb	0	0	-4.792992115020752	16.576156616210938
AY0033-Ca	0	0	-4.5187153816223145	15.192450523376465
AY0033-Cb	0	0	-6.375741481781006	16.362842559814453
AY0034-Ca	0	0	-5.680092811584473	16.912494659423828
AY0034-Cb	0	0	-2.545048713684082	14.993115425109863
AY0035-Ca	1	1	5.164487361907959	17.559911727905273
AY0035-Cb	0	0	-6.082144260406494	16.470230102539062
AY0036-Ca	0	0	-4.590324401855469	15.932095527648926
AY0036-Cb	1	1	5.786466598510742	16.51154327392578
AY0038-Ca	0	0	-4.892851829528809	16.646987915039062
AY0038-Cb	0	0	-6.310453414916992	16.12441062927246
AY0039-Ca	1	1	5.168910026550293	17.54986000061035
AY0039-Cb	0	0	-4.990311145782471	14.358829498291016
AY0040-Ca	0	0	inf	inf
AY0040-Cb	0	0	inf	inf
AY0041-Ca	0	0	inf	inf
AY0041-Cb	0	0	inf	inf
AY0042-Ca	0	0	-5.510087490081787	16.883296966552734
AY0042-Cb	0	0	-4.02901554107666	15.141311645507812
AY0043-Ca	0	0	inf	inf
AY0043-Cb	0	0	inf	inf
AY0045-Ca	0	0	-5.136162757873535	16.841644287109375
AY0045-Cb	0	0	-4.7805352210998535	16.383373260498047
AY0046-Ca	0	0	-1.2700560092926025	11.895977020263672
AY0046-Cb	0	0	-0.6614348888397217	13.804424285888672
AY0047-Ca	1	1	13.873164176940918	9.095626831054688
AY0047-Cb	0	0	-6.257667541503906	16.41939353942871
AY0048-Ca	1	1	16.947513580322266	27.425167083740234
AY0048-Cb	0	0	-5.2285847663879395	16.860233306884766
AY0049-Ca	0	0	-1.716529130935669	13.989266395568848
AY0049-Cb	0	0	-5.437555313110352	16.768030166625977
AY0050-Ca	0	0	-2.2179348468780518	13.485754013061523
AY0050-Cb	0	0	-0.7456636428833008	14.303947448730469
AY0052-Ca	1	1	4.288896560668945	11.831964492797852
AY0052-Cb	1	1	17.731172561645508	27.12424087524414
AY0053-Ca	0	0	-4.687882423400879	15.366754531860352
AY0053-Cb	0	0	-6.125872611999512	16.5362491607666
AY0054-Ca	0	0	inf	inf
AY0054-Cb	0	0	inf	inf
AY0055-Ca	0	0	-5.114739894866943	16.85530662536621
AY0055-Cb	0	0	-4.765193939208984	16.574981689453125
AY0056-Ca	0	0	-6.191638469696045	16.326820373535156
AY0056-Cb	0	0	-5.565350532531738	16.786901473999023
AY0057-Ca	0	0	-5.978826999664307	16.819305419921875
AY0057-Cb	0	0	-3.172224998474121	14.510490417480469
AY0058-Ca	0	0	-5.719265937805176	16.861671447753906
AY0058-Cb	0	0	-4.940741062164307	16.710065841674805
AY0059-Ca	0	0	-3.460787296295166	10.551278114318848
AY0059-Cb	0	0	-5.650031566619873	16.872634887695312
AY0060-Ca	1	1	4.8624491691589355	18.146175384521484
AY0060-Cb	1	1	4.429909706115723	12.395200729370117
AY0061-Ca	1	1	17.58918571472168	26.92697525024414
AY0061-Cb	0	0	-3.1712191104888916	11.338037490844727
AY0062-Ca	0	0	-1.6919581890106201	14.389116287231445
AY0062-Cb	0	0	-6.169222354888916	16.488161087036133
AY0063-Ca	0	0	-3.3723130226135254	15.161240577697754
AY0063-Cb	0	0	-5.470378398895264	16.988115310668945
AY0064-Ca	0	0	-4.884969711303711	16.797203063964844
AY0064-Cb	0	0	-4.872188568115234	16.65250587463379
AY0065-Ca	0	0	-5.077329158782959	13.924090385437012
AY0065-Cb	0	0	4.027622699737549	12.800602912902832
AY0066-Ca	0	0	-4.644459247589111	15.21033000946045
AY0066-Cb	0	0	-3.521942377090454	10.839847564697266
AY0067-Ca	0	0	-1.676740288734436	13.851781845092773
AY0067-Cb	0	0	-6.268303871154785	16.5226993560791
AY0068-Ca	0	0	-5.161588191986084	16.91037940979004
AY0068-Cb	0	0	-6.257023811340332	16.376333236694336
AY0069-Ca	1	1	17.075788497924805	27.30254364013672
AY0069-Cb	1	1	12.977458953857422	13.37386417388916
AY0070-Ca	0	0	-6.171502590179443	16.396883010864258
AY0070-Cb	0	0	-6.163058757781982	16.50412940979004
AY0072-Ca	0	0	-1.7872626781463623	14.776848793029785
AY0072-Cb	0	0	-4.480313777923584	15.86143970489502
AY0074-Ca	1	1	12.14346694946289	10.353619575500488
AY0074-Cb	0	0	-6.156082630157471	16.68942642211914
AY0076-Ca	1	1	9.3981294631958	12.553818702697754
AY0076-Cb	0	0	-4.825381755828857	16.41546058654785
AY0077-Ca	0	0	-3.731710433959961	14.5784273147583
AY0077-Cb	1	1	17.000656127929688	27.722946166992188
AY0078-Ca	1	1	5.153142929077148	17.565940856933594
AY0078-Cb	0	0	-6.349883079528809	16.2188777923584
AY0079-Ca	1	1	17.41828155517578	26.92034149169922
AY0079-Cb	1	1	13.687363624572754	9.240763664245605
AY0080-Ca	0	0	-5.879796028137207	16.905197143554688
AY0080-Cb	0	0	-1.8676475286483765	12.394820213317871
AY0082-Ca	1	1	13.408031463623047	9.176016807556152
AY0082-Cb	0	0	-4.713093280792236	16.142066955566406
AY0083-Ca	1	0	4.2652153968811035	11.950489044189453
AY0083-Cb	1	0	4.145488739013672	12.775553703308105
AY0085-Ca	0	0	inf	inf
AY0085-Cb	0	0	inf	inf
AY0087-Ca	0	0	-4.642077922821045	14.537254333496094
AY0087-Cb	0	0	-5.040238380432129	16.56293487548828
AY0088-Ca	0	0	-3.4437625408172607	10.688514709472656
AY0088-Cb	0	0	-6.072078704833984	16.62061309814453
AY0089-Ca	1	1	5.147904396057129	17.56844711303711
AY0089-Cb	1	1	18.116247177124023	27.151161193847656
AY0090-Ca	1	1	17.403446197509766	27.103883743286133
AY0090-Cb	1	0	4.1960062980651855	12.654336929321289
AY0091-Ca	0	0	-2.720437526702881	11.29023265838623
AY0091-Cb	0	0	-3.3744871616363525	11.29781723022461
AD0142-Ca	0	0	inf	inf
AD0142-Cb	0	0	inf	inf
AD0143-Ca	0	0	inf	inf
AD0143-Cb	0	0	inf	inf
AD0231-Ca	0	0	inf	inf
AD0231-Cb	0	0	inf	inf
AD0232-Ca	0	0	inf	inf
AD0232-Cb	0	0	inf	inf
AD0254-Ca	0	0	inf	inf
AD0254-Cb	0	0	inf	inf
AD0255-Ca	0	0	inf	inf
AD0255-Cb	0	0	inf	inf
AD0277-Ca	0	0	inf	inf
AD0277-Cb	0	0	inf	inf
AD0278-Ca	0	0	inf	inf
AD0278-Cb	0	0	inf	inf
AD0305-Ca	0	0	inf	inf
AD0305-Cb	0	0	inf	inf
AD0306-Ca	0	0	inf	inf
AD0306-Cb	0	0	inf	inf
AD0324-Ca	0	0	inf	inf
AD0324-Cb	0	0	inf	inf
AD0325-Ca	0	0	inf	inf
AD0325-Cb	0	0	inf	inf
AD0347-Ca	0	0	inf	inf
AD0347-Cb	0	0	inf	inf
AD0348-Ca	0	0	inf	inf
AD0348-Cb	0	0	inf	inf
AD0371-Ca	0	0	inf	inf
AD0371-Cb	0	0	inf	inf
AD0372-Ca	0	0	inf	inf
AD0372-Cb	0	0	inf	inf
AD0422-Ca	0	0	inf	inf
AD0422-Cb	0	0	inf	inf
AD0423-Ca	0	0	inf	inf
AD0423-Cb	0	0	inf	inf
AD0447-Ca	0	0	inf	inf
AD0447-Cb	0	0	inf	inf
AD0448-Ca	0	0	inf	inf
AD0448-Cb	0	0	inf	inf
AD0473-Ca	0	0	inf	inf
AD0473-Cb	0	0	inf	inf
AD0474-Ca	0	0	inf	inf
AD0474-Cb	0	0	inf	inf
