Serial	Country	Year	Location	Ace1_G119S	GPS_coordinates	Collection_date	Contact	Method	CollectionID	phenotypic_bioassay_date	phenotypic_bioassay_method	Insecticide	Concentration_x	Concentration_percentage	Exposure_min	Plate_name	Plate_code	Sample_ID	phenotype	DNA_extraction_method	DNA_extraction_date	DNA_conc_ngul	DNA_100ul	Species	species_id_method	PlateNo	Well	HEX_Ct_dR	FAM_Ct_dR	HEX_dR_last	Threshold_HEX_dR	FAM_dR_last	Threshold_FAM_dR	FAM_Ct-HEX_Ct
2335	Ivory Coast	2017	Aboisso 	NA	05 28 04 N 03 12 25 W	01/09/17	Edi Constant	Larvae			Tube	Deltamethrin	0.5x	0.03%	60	IC2017_Plate3	423 7231 17 028	IC17ABODel_D15	Dead	nexttec_1_step	18/05/20			NA	New SINE									
2336	Ivory Coast	2017	Aboisso 	NA	05 28 04 N 03 12 25 W	01/09/17	Edi Constant	Larvae			Tube	Deltamethrin	0.5x	0.03%	60	IC2017_Plate3	423 7231 17 028	IC17ABODel_D16	Dead	nexttec_1_step	18/05/20			NA	New SINE									
2337	Ivory Coast	2017	Aboisso 	NA	05 28 04 N 03 12 25 W	01/09/17	Edi Constant	Larvae			Tube	Deltamethrin	0.5x	0.03%	60	IC2017_Plate3	423 7231 17 028	IC17ABODel_D17	Dead	nexttec_1_step	18/05/20			gamcol	New SINE									
2338	Ivory Coast	2017	Aboisso 	NA	05 28 04 N 03 12 25 W	01/09/17	Edi Constant	Larvae			Tube	Deltamethrin	0.5x	0.03%	60	IC2017_Plate3	423 7231 17 028	IC17ABODel_D18	Dead	nexttec_1_step	18/05/20			gam	New SINE									
2339	Ivory Coast	2017	Aboisso 	NA	05 28 04 N 03 12 25 W	01/09/17	Edi Constant	Larvae			Tube	Deltamethrin	0.5x	0.03%	60	IC2017_Plate3	423 7231 17 028	IC17ABODel_D19	Dead	nexttec_1_step	18/05/20			gam	New SINE									
2340	Ivory Coast	2017	Aboisso 	NA	05 28 04 N 03 12 25 W	01/09/17	Edi Constant	Larvae			Tube	Deltamethrin	0.5x	0.03%	60	IC2017_Plate3	423 7231 17 028	IC17ABODel_D20	Dead	nexttec_1_step	18/05/20			gam	New SINE									
2341	Ivory Coast	2017	Aboisso 	NA	05 28 04 N 03 12 25 W	01/09/17	Edi Constant	Larvae			Tube	Deltamethrin	0.5x	0.03%	60	IC2017_Plate3	423 7231 17 028	IC17ABODel_D21	Dead	nexttec_1_step	18/05/20			gam	New SINE									
2342	Ivory Coast	2017	Aboisso 	NA	05 28 04 N 03 12 25 W	01/09/17	Edi Constant	Larvae			Tube	Deltamethrin	0.5x	0.03%	60	IC2017_Plate3	423 7231 17 028	IC17ABODel_D22	Dead	nexttec_1_step	18/05/20			col	New SINE									
2343	Ivory Coast	2017	Aboisso 	NA	05 28 04 N 03 12 25 W	01/09/17	Edi Constant	Larvae			Tube	Deltamethrin	0.5x	0.03%	60	IC2017_Plate3	423 7231 17 028	IC17ABODel_D23	Dead	nexttec_1_step	18/05/20			col	New SINE									
2344	Ivory Coast	2017	Aboisso 	NA	05 28 04 N 03 12 25 W	01/09/17	Edi Constant	Larvae			Tube	Deltamethrin	0.5x	0.03%	60	IC2017_Plate3	423 7231 17 028	IC17ABODel_D24	Dead	nexttec_1_step	18/05/20			gam	New SINE									
2345	Ivory Coast	2017	Aboisso 	NA	05 28 04 N 03 12 25 W	01/09/17	Edi Constant	Larvae			Tube	Deltamethrin	0.5x	0.03%	60	IC2017_Plate4	423 7231 17 029 	IC17ABODel_D25	Dead	nexttec_1_step	18/05/20			gam	New SINE									
2346	Ivory Coast	2017	Aboisso 	NA	05 28 04 N 03 12 25 W	01/09/17	Edi Constant	Larvae			Tube	Deltamethrin	0.5x	0.03%	60	IC2017_Plate4	423 7231 17 029 	IC17ABODel_D26	Dead	nexttec_1_step	18/05/20			gam	New SINE									
2347	Ivory Coast	2017	Aboisso 	NA	05 28 04 N 03 12 25 W	01/09/17	Edi Constant	Larvae			Tube	Deltamethrin	0.5x	0.03%	60	IC2017_Plate4	423 7231 17 029 	IC17ABODel_D27	Dead	nexttec_1_step	18/05/20			col	New SINE									
2348	Ivory Coast	2017	Aboisso 	NA	05 28 04 N 03 12 25 W	01/09/17	Edi Constant	Larvae			Tube	Deltamethrin	0.5x	0.03%	60	IC2017_Plate4	423 7231 17 029 	IC17ABODel_D28	Dead	nexttec_1_step	18/05/20			gam	New SINE									
2349	Ivory Coast	2017	Aboisso 	NA	05 28 04 N 03 12 25 W	01/09/17	Edi Constant	Larvae			Tube	Deltamethrin	0.5x	0.03%	60	IC2017_Plate4	423 7231 17 029 	IC17ABODel_D29	Dead	nexttec_1_step	18/05/20			gamcol	New SINE									
2350	Ivory Coast	2017	Aboisso 	NA	05 28 04 N 03 12 25 W	01/09/17	Edi Constant	Larvae			Tube	Deltamethrin	0.5x	0.03%	60	IC2017_Plate4	423 7231 17 029 	IC17ABODel_D30	Dead	nexttec_1_step	18/05/20			col	New SINE									
2351	Ivory Coast	2017	Aboisso 	NA	05 28 04 N 03 12 25 W	01/09/17	Edi Constant	Larvae			Tube	Deltamethrin	0.5x	0.03%	60	IC2017_Plate4	423 7231 17 029 	IC17ABODel_D31	Dead	nexttec_1_step	18/05/20			col	New SINE									
2352	Ivory Coast	2017	Aboisso 	NA	05 28 04 N 03 12 25 W	01/09/17	Edi Constant	Larvae			Tube	Deltamethrin	0.5x	0.03%	60	IC2017_Plate4	423 7231 17 029 	IC17ABODel_D32	Dead	nexttec_1_step	18/05/20			gam	New SINE									
2353	Ivory Coast	2017	Aboisso 	NA	05 28 04 N 03 12 25 W	01/09/17	Edi Constant	Larvae			Tube	Deltamethrin	0.5x	0.03%	60	IC2017_Plate4	423 7231 17 029 	IC17ABODel_D33	Dead	nexttec_1_step	18/05/20			col	New SINE									
2354	Ivory Coast	2017	Aboisso 	NA	05 28 04 N 03 12 25 W	01/09/17	Edi Constant	Larvae			Tube	Deltamethrin	0.5x	0.03%	60	IC2017_Plate4	423 7231 17 029 	IC17ABODel_D34	Dead	nexttec_1_step	18/05/20			col	New SINE									
2355	Ivory Coast	2017	Aboisso 	NA	05 28 04 N 03 12 25 W	01/09/17	Edi Constant	Larvae			Tube	Deltamethrin	0.5x	0.03%	60	IC2017_Plate4	423 7231 17 029 	IC17ABODel_D35	Dead	nexttec_1_step	18/05/20			col	New SINE									
2356	Ivory Coast	2017	Aboisso 	NA	05 28 04 N 03 12 25 W	01/09/17	Edi Constant	Larvae			Tube	Deltamethrin	0.5x	0.03%	60	IC2017_Plate4	423 7231 17 029 	IC17ABODel_D36	Dead	nexttec_1_step	18/05/20			gam	New SINE									
2357	Ivory Coast	2017	Aboisso 	NA	05 28 04 N 03 12 25 W	01/09/17	Edi Constant	Larvae			Tube	Deltamethrin	0.5x	0.03%	60	IC2017_Plate4	423 7231 17 029 	IC17ABODel_D37	Dead	nexttec_1_step	18/05/20			gam	New SINE									
2358	Ivory Coast	2017	Aboisso 	NA	05 28 04 N 03 12 25 W	01/09/17	Edi Constant	Larvae			Tube	Deltamethrin	0.5x	0.03%	60	IC2017_Plate4	423 7231 17 029 	IC17ABODel_D38	Dead	nexttec_1_step	18/05/20			col	New SINE									
2359	Ivory Coast	2017	Aboisso 	NA	05 28 04 N 03 12 25 W	01/09/17	Edi Constant	Larvae			Tube	Deltamethrin	0.5x	0.03%	60	IC2017_Plate4	423 7231 17 029 	IC17ABODel_D39	Dead	nexttec_1_step	18/05/20			gam	New SINE									
2360	Ivory Coast	2017	Aboisso 	NA	05 28 04 N 03 12 25 W	01/09/17	Edi Constant	Larvae			Tube	Deltamethrin	0.5x	0.03%	60	IC2017_Plate4	423 7231 17 029 	IC17ABODel_D40	Dead	nexttec_1_step	18/05/20			col	New SINE									
2361	Ivory Coast	2017	Aboisso 	NA	05 28 04 N 03 12 25 W	01/09/17	Edi Constant	Larvae			Tube	Deltamethrin	0.5x	0.03%	60	IC2017_Plate4	423 7231 17 029 	IC17ABODel_D41	Dead	nexttec_1_step	18/05/20			gam	New SINE									
2362	Ivory Coast	2017	Aboisso 	NA	05 28 04 N 03 12 25 W	01/09/17	Edi Constant	Larvae			Tube	Deltamethrin	0.5x	0.03%	60	IC2017_Plate4	423 7231 17 029 	IC17ABODel_D42	Dead	nexttec_1_step	18/05/20			gam	New SINE									
2363	Ivory Coast	2017	Aboisso 	NA	05 28 04 N 03 12 25 W	01/09/17	Edi Constant	Larvae			Tube	Deltamethrin	0.5x	0.03%	60	IC2017_Plate4	423 7231 17 029 	IC17ABODel_D43	Dead	nexttec_1_step	18/05/20			gam	New SINE									
2364	Ivory Coast	2017	Aboisso 	NA	05 28 04 N 03 12 25 W	01/09/17	Edi Constant	Larvae			Tube	Deltamethrin	0.5x	0.03%	60	IC2017_Plate4	423 7231 17 029 	IC17ABODel_D44	Dead	nexttec_1_step	18/05/20			gamcol	New SINE									
2365	Ivory Coast	2017	Aboisso 	NA	05 28 04 N 03 12 25 W	01/09/17	Edi Constant	Larvae			Tube	Deltamethrin	0.5x	0.03%	60	IC2017_Plate4	423 7231 17 029 	IC17ABODel_D45	Dead	nexttec_1_step	18/05/20			gam	New SINE									
2366	Ivory Coast	2017	Aboisso 	NA	05 28 04 N 03 12 25 W	01/09/17	Edi Constant	Larvae			Tube	Deltamethrin	0.5x	0.03%	60	IC2017_Plate4	423 7231 17 029 	IC17ABODel_D46	Dead	nexttec_1_step	18/05/20			gam	New SINE									
2367	Ivory Coast	2017	Aboisso 	NA	05 28 04 N 03 12 25 W	01/09/17	Edi Constant	Larvae			Tube	Deltamethrin	2x	0.10%	60	IC2017_Plate4	423 7231 17 029 	IC17ABODel_A01	Alive	nexttec_1_step	18/05/20			gam	New SINE									
2368	Ivory Coast	2017	Aboisso 	NA	05 28 04 N 03 12 25 W	01/09/17	Edi Constant	Larvae			Tube	Deltamethrin	2x	0.10%	60	IC2017_Plate4	423 7231 17 029 	IC17ABODel_A02	Alive	nexttec_1_step	18/05/20			gamcol	New SINE									
2369	Ivory Coast	2017	Aboisso 	NA	05 28 04 N 03 12 25 W	01/09/17	Edi Constant	Larvae			Tube	Deltamethrin	2x	0.10%	60	IC2017_Plate4	423 7231 17 029 	IC17ABODel_A03	Alive	nexttec_1_step	18/05/20			col	New SINE									
2370	Ivory Coast	2017	Aboisso 	NA	05 28 04 N 03 12 25 W	01/09/17	Edi Constant	Larvae			Tube	Deltamethrin	2x	0.10%	60	IC2017_Plate4	423 7231 17 029 	IC17ABODel_A04	Alive	nexttec_1_step	18/05/20			gam	New SINE									
2371	Ivory Coast	2017	Aboisso 	NA	05 28 04 N 03 12 25 W	01/09/17	Edi Constant	Larvae			Tube	Deltamethrin	2x	0.10%	60	IC2017_Plate4	423 7231 17 029 	IC17ABODel_A05	Alive	nexttec_1_step	18/05/20			gam	New SINE									
2372	Ivory Coast	2017	Aboisso 	NA	05 28 04 N 03 12 25 W	01/09/17	Edi Constant	Larvae			Tube	Deltamethrin	2x	0.10%	60	IC2017_Plate4	423 7231 17 029 	IC17ABODel_A06	Alive	nexttec_1_step	18/05/20			col	New SINE									
2373	Ivory Coast	2017	Aboisso 	NA	05 28 04 N 03 12 25 W	01/09/17	Edi Constant	Larvae			Tube	Deltamethrin	2x	0.10%	60	IC2017_Plate4	423 7231 17 029 	IC17ABODel_A07	Alive	nexttec_1_step	18/05/20			col	New SINE									
2374	Ivory Coast	2017	Aboisso 	NA	05 28 04 N 03 12 25 W	01/09/17	Edi Constant	Larvae			Tube	Deltamethrin	2x	0.10%	60	IC2017_Plate4	423 7231 17 029 	IC17ABODel_A08	Alive	nexttec_1_step	18/05/20			gam	New SINE									
2375	Ivory Coast	2017	Aboisso 	NA	05 28 04 N 03 12 25 W	01/09/17	Edi Constant	Larvae			Tube	Deltamethrin	2x	0.10%	60	IC2017_Plate4	423 7231 17 029 	IC17ABODel_A09	Alive	nexttec_1_step	18/05/20			gam	New SINE									
2376	Ivory Coast	2017	Aboisso 	NA	05 28 04 N 03 12 25 W	01/09/17	Edi Constant	Larvae			Tube	Deltamethrin	2x	0.10%	60	IC2017_Plate4	423 7231 17 029 	IC17ABODel_A10	Alive	nexttec_1_step	18/05/20			gam	New SINE									
2377	Ivory Coast	2017	Aboisso 	NA	05 28 04 N 03 12 25 W	01/09/17	Edi Constant	Larvae			Tube	Deltamethrin	2x	0.10%	60	IC2017_Plate4	423 7231 17 029 	IC17ABODel_A11	Alive	nexttec_1_step	18/05/20			col	New SINE									
2378	Ivory Coast	2017	Aboisso 	NA	05 28 04 N 03 12 25 W	01/09/17	Edi Constant	Larvae			Tube	Deltamethrin	2x	0.10%	60	IC2017_Plate4	423 7231 17 029 	IC17ABODel_A12	Alive	nexttec_1_step	18/05/20			gam	New SINE									
2379	Ivory Coast	2017	Aboisso 	NA	05 28 04 N 03 12 25 W	01/09/17	Edi Constant	Larvae			Tube	Deltamethrin	2x	0.10%	60	IC2017_Plate4	423 7231 17 029 	IC17ABODel_A13	Alive	nexttec_1_step	18/05/20			gam	New SINE									
2380	Ivory Coast	2017	Aboisso 	NA	05 28 04 N 03 12 25 W	01/09/17	Edi Constant	Larvae			Tube	Deltamethrin	2x	0.10%	60	IC2017_Plate4	423 7231 17 029 	IC17ABODel_A14	Alive	nexttec_1_step	18/05/20			gamcol	New SINE									
2381	Ivory Coast	2017	Aboisso 	NA	05 28 04 N 03 12 25 W	01/09/17	Edi Constant	Larvae			Tube	Deltamethrin	2x	0.10%	60	IC2017_Plate4	423 7231 17 029 	IC17ABODel_A15	Alive	nexttec_1_step	18/05/20			gam	New SINE									
2382	Ivory Coast	2017	Aboisso 	NA	05 28 04 N 03 12 25 W	01/09/17	Edi Constant	Larvae			Tube	Deltamethrin	2x	0.10%	60	IC2017_Plate4	423 7231 17 029 	IC17ABODel_A16	Alive	nexttec_1_step	18/05/20			gam	New SINE									
2383	Ivory Coast	2017	Aboisso 	NA	05 28 04 N 03 12 25 W	01/09/17	Edi Constant	Larvae			Tube	Deltamethrin	2x	0.10%	60	IC2017_Plate4	423 7231 17 029 	IC17ABODel_A17	Alive	nexttec_1_step	18/05/20			gam	New SINE									
2384	Ivory Coast	2017	Aboisso 	NA	05 28 04 N 03 12 25 W	01/09/17	Edi Constant	Larvae			Tube	Deltamethrin	2x	0.10%	60	IC2017_Plate4	423 7231 17 029 	IC17ABODel_A18	Alive	nexttec_1_step	18/05/20			gam	New SINE									
2385	Ivory Coast	2017	Aboisso 	NA	05 28 04 N 03 12 25 W	01/09/17	Edi Constant	Larvae			Tube	Deltamethrin	2x	0.10%	60	IC2017_Plate4	423 7231 17 029 	IC17ABODel_A19	Alive	nexttec_1_step	18/05/20			gam	New SINE									
2386	Ivory Coast	2017	Aboisso 	NA	05 28 04 N 03 12 25 W	01/09/17	Edi Constant	Larvae			Tube	Deltamethrin	2x	0.10%	60	IC2017_Plate4	423 7231 17 029 	IC17ABODel_A20	Alive	nexttec_1_step	18/05/20			gam	New SINE									
2387	Ivory Coast	2017	Aboisso 	NA	05 28 04 N 03 12 25 W	01/09/17	Edi Constant	Larvae			Tube	Deltamethrin	2x	0.10%	60	IC2017_Plate4	423 7231 17 029 	IC17ABODel_A21	Alive	nexttec_1_step	18/05/20			gamcol	New SINE									
2388	Ivory Coast	2017	Aboisso 	NA	05 28 04 N 03 12 25 W	01/09/17	Edi Constant	Larvae			Tube	Deltamethrin	2x	0.10%	60	IC2017_Plate4	423 7231 17 029 	IC17ABODel_A22	Alive	nexttec_1_step	18/05/20			col	New SINE									
2389	Ivory Coast	2017	Aboisso 	NA	05 28 04 N 03 12 25 W	01/09/17	Edi Constant	Larvae			Tube	Deltamethrin	2x	0.10%	60	IC2017_Plate4	423 7231 17 029 	IC17ABODel_A23	Alive	nexttec_1_step	18/05/20			gam	New SINE									
2390	Ivory Coast	2017	Aboisso 	NA	05 28 04 N 03 12 25 W	01/09/17	Edi Constant	Larvae			Tube	Deltamethrin	2x	0.10%	60	IC2017_Plate4	423 7231 17 029 	IC17ABODel_A24	Alive	nexttec_1_step	18/05/20			col	New SINE									
2391	Ivory Coast	2017	Aboisso 	NA	05 28 04 N 03 12 25 W	01/09/17	Edi Constant	Larvae			Tube	Deltamethrin	2x	0.10%	60	IC2017_Plate4	423 7231 17 029 	IC17ABODel_A25	Alive	nexttec_1_step	18/05/20			col	New SINE									
2392	Ivory Coast	2017	Aboisso 	NA	05 28 04 N 03 12 25 W	01/09/17	Edi Constant	Larvae			Tube	Deltamethrin	2x	0.10%	60	IC2017_Plate4	423 7231 17 029 	IC17ABODel_A26	Alive	nexttec_1_step	18/05/20			gamcol	New SINE									
2393	Ivory Coast	2017	Aboisso 	NA	05 28 04 N 03 12 25 W	01/09/17	Edi Constant	Larvae			Tube	Deltamethrin	2x	0.10%	60	IC2017_Plate4	423 7231 17 029 	IC17ABODel_A27	Alive	nexttec_1_step	18/05/20			col	New SINE									
2394	Ivory Coast	2017	Aboisso 	NA	05 28 04 N 03 12 25 W	01/09/17	Edi Constant	Larvae			Tube	Deltamethrin	2x	0.10%	60	IC2017_Plate4	423 7231 17 029 	IC17ABODel_A28	Alive	nexttec_1_step	18/05/20			col	New SINE									
2395	Ivory Coast	2017	Aboisso 	NA	05 28 04 N 03 12 25 W	01/09/17	Edi Constant	Larvae			Tube	Deltamethrin	2x	0.10%	60	IC2017_Plate4	423 7231 17 029 	IC17ABODel_A29	Alive	nexttec_1_step	18/05/20			gamcol	New SINE									
2396	Ivory Coast	2017	Aboisso 	NA	05 28 04 N 03 12 25 W	01/09/17	Edi Constant	Larvae			Tube	Deltamethrin	2x	0.10%	60	IC2017_Plate4	423 7231 17 029 	IC17ABODel_A30	Alive	nexttec_1_step	18/05/20			gam	New SINE									
2397	Ivory Coast	2017	Aboisso 	NA	05 28 04 N 03 12 25 W	01/09/17	Edi Constant	Larvae			Tube	Deltamethrin	2x	0.10%	60	IC2017_Plate4	423 7231 17 029 	IC17ABODel_A31	Alive	nexttec_1_step	18/05/20			gam	New SINE									
2398	Ivory Coast	2017	Aboisso 	NA	05 28 04 N 03 12 25 W	01/09/17	Edi Constant	Larvae			Tube	Deltamethrin	2x	0.10%	60	IC2017_Plate4	423 7231 17 029 	IC17ABODel_A32	Alive	nexttec_1_step	18/05/20			col	New SINE									
2399	Ivory Coast	2017	Aboisso 	NA	05 28 04 N 03 12 25 W	01/09/17	Edi Constant	Larvae			Tube	Deltamethrin	2x	0.10%	60	IC2017_Plate4	423 7231 17 029 	IC17ABODel_A33	Alive	nexttec_1_step	18/05/20			col	New SINE									
2400	Ivory Coast	2017	Aboisso 	NA	05 28 04 N 03 12 25 W	01/09/17	Edi Constant	Larvae			Tube	Deltamethrin	2x	0.10%	60	IC2017_Plate4	423 7231 17 029 	IC17ABODel_A34	Alive	nexttec_1_step	18/05/20			gam	New SINE									
2401	Ivory Coast	2017	Aboisso 	NA	05 28 04 N 03 12 25 W	01/09/17	Edi Constant	Larvae			Tube	Deltamethrin	2x	0.10%	60	IC2017_Plate4	423 7231 17 029 	IC17ABODel_A35	Alive	nexttec_1_step	18/05/20			gam	New SINE									
2402	Ivory Coast	2017	Aboisso 	NA	05 28 04 N 03 12 25 W	01/09/17	Edi Constant	Larvae			Tube	Deltamethrin	2x	0.10%	60	IC2017_Plate4	423 7231 17 029 	IC17ABODel_A36	Alive	nexttec_1_step	18/05/20			col	New SINE									
2403	Ivory Coast	2017	Aboisso 	NA	05 28 04 N 03 12 25 W	01/09/17	Edi Constant	Larvae			Tube	Deltamethrin	2x	0.10%	60	IC2017_Plate4	423 7231 17 029 	IC17ABODel_A37	Alive	nexttec_1_step	18/05/20			gam	New SINE									
2404	Ivory Coast	2017	Aboisso 	NA	05 28 04 N 03 12 25 W	01/09/17	Edi Constant	Larvae			Tube	Deltamethrin	2x	0.10%	60	IC2017_Plate4	423 7231 17 029 	IC17ABODel_A38	Alive	nexttec_1_step	18/05/20			gam	New SINE									
2405	Ivory Coast	2017	Aboisso 	NA	05 28 04 N 03 12 25 W	01/09/17	Edi Constant	Larvae			Tube	Deltamethrin	2x	0.10%	60	IC2017_Plate4	423 7231 17 029 	IC17ABODel_A39	Alive	nexttec_1_step	18/05/20			col	New SINE									
2406	Ivory Coast	2017	Aboisso 	NA	05 28 04 N 03 12 25 W	01/09/17	Edi Constant	Larvae			Tube	Deltamethrin	2x	0.10%	60	IC2017_Plate4	423 7231 17 029 	IC17ABODel_A40	Alive	nexttec_1_step	18/05/20			gam	New SINE									
2407	Ivory Coast	2017	Aboisso 	NA	05 28 04 N 03 12 25 W	01/09/17	Edi Constant	Larvae			Tube	Deltamethrin	2x	0.10%	60	IC2017_Plate4	423 7231 17 029 	IC17ABODel_A41	Alive	nexttec_1_step	18/05/20			gam	New SINE									
2408	Ivory Coast	2017	Aboisso 	NA	05 28 04 N 03 12 25 W	01/09/17	Edi Constant	Larvae			Tube	Deltamethrin	2x	0.10%	60	IC2017_Plate4	423 7231 17 029 	IC17ABODel_A42	Alive	nexttec_1_step	18/05/20			col	New SINE									
2409	Ivory Coast	2017	Aboisso 	NA	05 28 04 N 03 12 25 W	01/09/17	Edi Constant	Larvae			Tube	Deltamethrin	2x	0.10%	60	IC2017_Plate4	423 7231 17 029 	IC17ABODel_A43	Alive	nexttec_1_step	18/05/20			col	New SINE									
2410	Ivory Coast	2017	Aboisso 	NA	05 28 04 N 03 12 25 W	01/09/17	Edi Constant	Larvae			Tube	Deltamethrin	2x	0.10%	60	IC2017_Plate4	423 7231 17 029 	IC17ABODel_A44	Alive	nexttec_1_step	18/05/20			col	New SINE									
2411	Ivory Coast	2017	Aboisso 	NA	05 28 04 N 03 12 25 W	01/09/17	Edi Constant	Larvae			Tube	Deltamethrin	2x	0.10%	60	IC2017_Plate4	423 7231 17 029 	IC17ABODel_A45	Alive	nexttec_1_step	18/05/20			col	New SINE									
2412	Ivory Coast	2017	Aboisso 	NA	05 28 04 N 03 12 25 W	01/09/17	Edi Constant	Larvae			Tube	Deltamethrin	2x	0.10%	60	IC2017_Plate4	423 7231 17 029 	IC17ABODel_A46	Alive	nexttec_1_step	18/05/20			gamcol	New SINE									
2413	Ivory Coast	2017	Aboisso 	NA	05 28 04 N 03 12 25 W	01/09/17	Edi Constant	Larvae			Tube	Deltamethrin	2x	0.10%	60	IC2017_Plate4	423 7231 17 029 	IC17ABODel_A47	Alive	nexttec_1_step	18/05/20			col	New SINE									
2414	Ivory Coast	2017	Aboisso 	NA	05 28 04 N 03 12 25 W	01/09/17	Edi Constant	Larvae			Tube	Deltamethrin	2x	0.10%	60	IC2017_Plate4	423 7231 17 029 	IC17ABODel_A48	Alive	nexttec_1_step	18/05/20			gam	New SINE									
2415	Ivory Coast	2017	Aboisso 	NA	05 28 04 N 03 12 25 W	01/09/17	Edi Constant	Larvae			Tube	Deltamethrin	2x	0.10%	60	IC2017_Plate4	423 7231 17 029 	IC17ABODel_A49	Alive	nexttec_1_step	18/05/20			gam	New SINE									
2416	Ivory Coast	2017	Aboisso 	NA	05 28 04 N 03 12 25 W	01/09/17	Edi Constant	Larvae			Tube	Deltamethrin	2x	0.10%	60	IC2017_Plate4	423 7231 17 029 	IC17ABODel_A50	Alive	nexttec_1_step	18/05/20			col	New SINE									
2417	Ivory Coast	2017	Aboisso 	NA	05 28 04 N 03 12 25 W	01/09/17	Edi Constant	Larvae			Tube	Deltamethrin	2x	0.10%	60	IC2017_Plate4	423 7231 17 029 	IC17ABODel_A51	Alive	nexttec_1_step	18/05/20			gam	New SINE									
2418	Ivory Coast	2017	Aboisso 	NA	05 28 04 N 03 12 25 W	01/09/17	Edi Constant	Larvae			Tube	Deltamethrin	2x	0.10%	60	IC2017_Plate4	423 7231 17 029 	IC17ABODel_A52	Alive	nexttec_1_step	18/05/20			gam	New SINE									
2419	Ivory Coast	2017	Aboisso 	NA	05 28 04 N 03 12 25 W	01/09/17	Edi Constant	Larvae			Tube	Deltamethrin	2x	0.10%	60	IC2017_Plate4	423 7231 17 029 	IC17ABODel_A53	Alive	nexttec_1_step	18/05/20			col	New SINE									
2420	Ivory Coast	2017	Aboisso 	NA	05 28 04 N 03 12 25 W	01/09/17	Edi Constant	Larvae			Tube	Deltamethrin	2x	0.10%	60	IC2017_Plate4	423 7231 17 029 	IC17ABODel_A54	Alive	nexttec_1_step	18/05/20			col	New SINE									
2421	Ivory Coast	2017	Aboisso 	NA	05 28 04 N 03 12 25 W	01/09/17	Edi Constant	Larvae			Tube	Deltamethrin	2x	0.10%	60	IC2017_Plate4	423 7231 17 029 	IC17ABODel_A55	Alive	nexttec_1_step	18/05/20			col	New SINE									
2422	Ivory Coast	2017	Aboisso 	NA	05 28 04 N 03 12 25 W	01/09/17	Edi Constant	Larvae			Tube	Deltamethrin	2x	0.10%	60	IC2017_Plate4	423 7231 17 029 	IC17ABODel_A56	Alive	nexttec_1_step	18/05/20			gam	New SINE									
2423	Ivory Coast	2017	Aboisso 	NA	05 28 04 N 03 12 25 W	01/09/17	Edi Constant	Larvae			Tube	Deltamethrin	2x	0.10%	60	IC2017_Plate4	423 7231 17 029 	IC17ABODel_A57	Alive	nexttec_1_step	18/05/20			col	New SINE									
2424	Ivory Coast	2017	Aboisso 	NA	05 28 04 N 03 12 25 W	01/09/17	Edi Constant	Larvae			Tube	Deltamethrin	2x	0.10%	60	IC2017_Plate4	423 7231 17 029 	IC17ABODel_A58	Alive	nexttec_1_step	18/05/20			gam	New SINE									
2425	Ivory Coast	2017	Aboisso 	NA	05 28 04 N 03 12 25 W	01/09/17	Edi Constant	Larvae			Tube	Deltamethrin	2x	0.10%	60	IC2017_Plate4	423 7231 17 029 	IC17ABODel_A59	Alive	nexttec_1_step	18/05/20			gam	New SINE									
2426	Ivory Coast	2017	Aboisso 	NA	05 28 04 N 03 12 25 W	01/09/17	Edi Constant	Larvae			Tube	Deltamethrin	2x	0.10%	60	IC2017_Plate4	423 7231 17 029 	IC17ABODel_A60	Alive	nexttec_1_step	18/05/20			gam	New SINE									
2427	Ivory Coast	2017	Aboisso 	NA	05 28 04 N 03 12 25 W	01/09/17	Edi Constant	Larvae			Tube	Deltamethrin	2x	0.10%	60	IC2017_Plate4	423 7231 17 029 	IC17ABODel_A61	Alive	nexttec_1_step	18/05/20			gam	New SINE									
2428	Ivory Coast	2017	Aboisso 	NA	05 28 04 N 03 12 25 W	01/09/17	Edi Constant	Larvae			Tube	Deltamethrin	2x	0.10%	60	IC2017_Plate4	423 7231 17 029 	IC17ABODel_A62	Alive	nexttec_1_step	18/05/20			gam	New SINE									
2429	Ivory Coast	2017	Aboisso 	NA	05 28 04 N 03 12 25 W	01/09/17	Edi Constant	Larvae			Tube	Deltamethrin	2x	0.10%	60	IC2017_Plate4	423 7231 17 029 	IC17ABODel_A63	Alive	nexttec_1_step	18/05/20			gam	New SINE									
2430	Ivory Coast	2017	Aboisso 	NA	05 28 04 N 03 12 25 W	01/09/17	Edi Constant	Larvae			Tube	Deltamethrin	2x	0.10%	60	IC2017_Plate4	423 7231 17 029 	IC17ABODel_A64	Alive	nexttec_1_step	18/05/20			col	New SINE									
2431	Ivory Coast	2017	Aboisso 	NA	05 28 04 N 03 12 25 W	01/09/17	Edi Constant	Larvae			Tube	Deltamethrin	2x	0.10%	60	IC2017_Plate4	423 7231 17 029 	IC17ABODel_A65	Alive	nexttec_1_step	18/05/20			gam	New SINE									
2432	Ivory Coast	2017	Aboisso 	NA	05 28 04 N 03 12 25 W	01/09/17	Edi Constant	Larvae			Tube	Deltamethrin	2x	0.10%	60	IC2017_Plate4	423 7231 17 029 	IC17ABODel_A66	Alive	nexttec_1_step	18/05/20			gam	New SINE									
